Lineage,Superorder,Orders_Scientific_Name_50MYA,Family.Scientific.Name,Scientific.Name,English.Name,NCBI.taxon.ID,Status,Assembly.ID,Sex.chromosomes.main.haploptype,sex,Accession_num_main_haplotype,RefSeq.annotation.main.haplotype,Accession_nums_other_high_quality_haplotypes,Assembly.tech,Assembly.Size,Num_of_contigs,CITES,Main.project,Second.project,Expected_sex_chromosomes,Hetergametic_Sequenced,Sexual.system,Sex_Chromosome_System_Karyotype,Genotypic,Environmental_SD,Assembled_PAR,Neo_Sex_Chr,Notes,FurtherInvestigation,Tried_KmerApproach,Validated_KmerApproach,PututativeSexChrs_IDed_KmerApproach,NotValidated_Kmer_Reason,DotPlots,Kmer.Notes,Mirror.Plot.comments,Tried_HalfDeep,Validated_HalfDeep,HalfDeep_Super_Sca_.50.,assemblyLevel,collection_date,geo_loc_name,sequencingTech,genomeCoverage,totalNumberOfChromosomes
Mammals,Laurasiatheria,Chiroptera (Yinpterochiroptera),Rhinopomatidae,Rhinopoma cystops,Egyptian mouse-tailed bat,1034335,,mRhiCys1,,,,,,,,,,Paratus,Bat1K,,,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,,,,,,,,,
Mammals,Laurasiatheria,Chiroptera (Yinpterochiroptera),Rhinopomatidae,Rhinopoma microphyllum,Greater mouse-tailed bat,173903,,mRhiMic1,(needs sex chr named),M,GCA_043880545.1,,,"HiFi, Hifiasm solo","2,564,586,454",258,,Bat1K,,XY,Y,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,Y,,X_95.7%,Chromosome,missing,Israel: Northern Israel,PacBio Sequel; Illumina NovaSeq,30,21
Mammals,Laurasiatheria,Cetartiodactyla (Suina),Suina,Babyrousa celebensis,North Sulawesi babirusa,1303000,,mBabCel1,,,,,,,,,,VGP,Colossal,,,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,,,,,,,,,
Mammals,Laurasiatheria,Cetartiodactyla (Suina),Suina,Sus scrofa,pig,9823,5,mSusScr2,Has X and Y,M,GCA_048338725.1,,GCA_963921485.1,"HiFi, ONT, HiFiasm trio","2,633,166,191",20,,Individual,,XY,Y,gonochorous,XY,male heterogametic,No,,,,,Y,N,,"""Alt-hap"" is not true haplotype; it's a different assembly version by different submitter",,,,N,,NA,Complete Genome,3/10/23,China:Hainan,PacBio Sequel; Oxford Nanopore PromethION; Illumina NovaSeq; BioNano DLS,70,20
Mammals,Laurasiatheria,Eulipotyphla (Talpidae),Talpidae,Talpa europaea,European mole,9375,4,mTalEur1,Has X only,F,GCA_964194135.1,,GCA_964194205.1,"HiFi, Hifiasm Hi-C phasing","2,056,471,431","1,396",,VGP,DToL,XX,N,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,Y,Y,,Chromosome,12/26/21,United Kingdom,"PacBio,Arima2",30,17
Mammals,Laurasiatheria,Perissodactyla (Tapiridae),Tapiridae,Tapirus indicus,Malayan tapir,9802,4,mTapInd1,Has X only,F,GCA_031878705.1,,GCA_031878655.1,"HiFi, Hifiasm Hi-C phasing","2,477,445,429",285,,VGP,,XX,N,gonochorous,XY,male heterogametic,No,,,,,Y,Y,NA,,Tapirus_indicus_dotPlot_kmers_v2.1.pdf,,,Y,,no halfdeep,Chromosome,5/4/04,"USA: San Diego Zoo, San Diego",PacBio Sequel II HiFi; Dovetail OmniC,37,26
Mammals,Laurasiatheria,Cetartiodactyla (Tylopoda),Tylopoda,Vicugna pacos,Alpaca,30538,,mVicPac1,,,,,,,,,,VGP,RU-COVID19,,,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,,,,,,,,,
Mammals,Laurasiatheria,Chiroptera (Yangochiroptera),Vespertilionidae,Antrozous pallidus,pallid bat,9440,,mAntPal1,(needs sex chr named),M,GCA_027563665.1,,,"CLR, DAmar assembler","2,126,460,045",326,,Bat1K,,XY,Y,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,Y,,2_97.4% | 23_71.2%,Chromosome,7/21/21,"USA:Elephant Mountain, Brewster County, Texas",PacBio Sequel II CLR; 10X Genomics linked reads; Arima Genomics Hi-C (v2); Bionano Genomics DLS,120,23
Mammals,Laurasiatheria,Chiroptera (Yangochiroptera),Vespertilionidae,Corynorhinus townsendii,Townsend's big-eared bat,124745,,mCorTow1,(needs curation),M,GCA_026230055.1,,GCA_026230045.1,"HiFi, HiFiasm Hi-C phasing","1,961,562,149",399,,CCGP,,XY,Y,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,Y,,no halfdeep,Scaffold,9/27/20,"USA:California, Inyo County",PacBio Sequel II; PacBio Sequel IIe; Dovetail OmniC; Illumina NovaSeq,32,NA
Mammals,Laurasiatheria,Chiroptera (Yangochiroptera),Vespertilionidae,Eptesicus nilssonii,northern bat,59451,,mEptNil1.1,Has X and Y,M,GCA_951640355.1,,,"HiFi, Hifiasm solo","2,064,119,045","1,630",,DToL,,XY,Y,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,Y,,X_99.5% | Y_89.4%,,,,,,
Mammals,Laurasiatheria,Chiroptera (Yangochiroptera),Vespertilionidae,Myotis emarginatus,Geoffroy's bat,109480,,mMyoEma1,Has X only,F,GCA_965115925.1,,GCA_965115945.1,"HiFi, HiFiasm Hi-C phasing","2,109,780,327","1,941",,DToL,,XX,N,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,10/4/21,France,"PacBio,Arima2",42,22
Mammals,Laurasiatheria,Chiroptera (Yangochiroptera),Vespertilionidae,Myotis mystacinus,whiskered bat,109479,,mMyoMys1,Has X and Y,M,GCA_964094495.2,,GCA_964195625.1,"HiFi, Hifiasm Hi-C phasing","1,943,289,057","1,741",,DToL,,XY,Y,gonochorous,XY,male heterogametic,No,,,,,Y,Y,NA,,Myotis_mystacinus_dotPlot_kmers_v2.1.pdf,,,Y,Y,SUPER_X_0.99 | SUPER_Y_0.91,Chromosome,11/19/22,United Kingdom,"PacBio,Arima2",46,23
Mammals,Laurasiatheria,Chiroptera (Yangochiroptera),Vespertilionidae,Myotis nattereri,Natterer's bat,109481,,mMyoNat1,Has X and Y,M,GCA_964212035.2,,GCA_964212025.2,"HiFi, Hifiasm Hi-C phasing","2,124,021,592","1,963",,DToL,,XY,Y,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,Y,Y,SUPER_X_0.92 | SUPER_Y_0.87,Chromosome,8/17/21,France,"PacBio,Arima2",59,23
Mammals,Laurasiatheria,Chiroptera (Yangochiroptera),Vespertilionidae,Nyctalus leisleri,lesser noctule,59465,,mNycLei1,Has X and Y,M,GCA_964264875.2,,GCA_964264895.2,"HiFi, HiFiasm Hi-C phasing","2,233,515,117","2,942",,DToL,,XY,Y,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,Y,,X_98.8% | Y_97.7%,Chromosome,10/16/22,United Kingdom,"PacBio,Arima2",46,23
Mammals,Laurasiatheria,Chiroptera (Yangochiroptera),Vespertilionidae,Pipistrellus hanaki,Hanaki's dwarf bat,412090,,mPipHan1,Has X and Y,M,GCA_964339955.1,,,"HiFi, Hifiasm solo","1,892,221,984",447,,ERGA,,XY,Y,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,Y,,X_100% | Y_95.9% | 21_80.1%,Chromosome,10/21/23,Greece,"PacBio,Arima",36,23
Mammals,Laurasiatheria,Chiroptera (Yangochiroptera),Vespertilionidae,Pipistrellus nathusii,Nathusius's pipistrelle,59473,,mPipNat1,Has X only,F,GCA_964656225.1,,"GCA_964656075.1, GCA_963693515.1","HiFi, HiFiasm Hi-C phasing","1,916,205,843","2,897",,DToL,,XX,N,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,Y,,21_83.3%,Chromosome,2/16/24,Switzerland,"PacBio,Arima2",51,22
Mammals,Laurasiatheria,Chiroptera (Yangochiroptera),Vespertilionidae,Pipistrellus pipistrellus,common pipistrelle,59474,,mPipPip1,Has X only,F,GCA_903992545.1,,"GCA_965203405.1, GCA_965204225.1","CLR I, FALCON unzip","1,763,439,233","1,868",,Sanger 25G,,XX,N,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,,,,62,22
Mammals,Laurasiatheria,Chiroptera (Yangochiroptera),Vespertilionidae,Pipistrellus pygmaeus,soprano pipistrelle,246814,,mPipPyg2.1,Has X and Y,M,GCA_949987585.1,,,"HiFi, Hifiasm solo","1,895,125,685",404,,DToL,,XY,Y,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,Y,,X_99.9% | Y_67.1%,Chromosome,6/17/21,Switzerland,"PacBio,Arima2",36,23
Mammals,Laurasiatheria,Chiroptera (Yangochiroptera),Vespertilionidae,Plecotus auritus,brown big-eared bat,61862,,mPleAur1,Has X only,F,GCA_963455305.1,,,"HiFi, Hifiasm solo","2,163,221,563","1,302",,DToL,,XX,N,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,9/25/21,United Kingdom,"PacBio,Arima2",34,16
Mammals,Laurasiatheria,Chiroptera (Yangochiroptera),Vespertilionidae,Rhynchonycteris naso,proboscis bat,249017,,mRhyNas2,Has X and Y,M,GCA_037038545.1,,GCA_037038555.1,"HiFi, HiFiams + Hi-C Phasing","2,455,066,473",109,,Paratus,Bat1K,XY,Y,gonochorous,XY,male heterogametic,No,,,,,Y,Y,NA,,Rhynchonycteris_naso_dotPlot_kmers_v2.1.pdf,,,Y,Y,SUPER_X_0.98 | SUPER_Y_0.80,Chromosome,3/5/19,Panama: Gamboa,PacBio Sequel II HiFi; Arima Hi-C v2,53,12
Mammals,Laurasiatheria,Chiroptera (Yangochiroptera),Vespertilionidae,Vespertilio murinus,particolored bat,59485,,mVesMur1,Has X and Y,M,GCA_963924515.1,,,"HiFi, Hifiasm solo","1,925,577,803","1,158",,DToL,,XY,Y,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,Y,,X_99.3% | 18_64.4% | Y_61.6%,Chromosome,10/1/22,Belgium,"PacBio,Arima2",44,20
Mammals,Laurasiatheria,Cetartiodactyla (Cetacea),Ziphiidae,Hyperoodon ampullatus,North Atlantic bottlenose whale,48744,,mHypAmp2.1,Has X only,F,GCA_949752795.1,,,"HiFi, Hifiasm solo","2,828,760,712","1,855",,DToL,,XX,N,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,8/6/19,Canada,"PacBio,Arima2",28,21
Mammals,Laurasiatheria,Cetartiodactyla (Cetacea),Ziphiidae,Mesoplodon bidens,Sowerby's beaked whale,48745,,mMesBid2,Has X and Y,M,GCA_964165515.1,,GCA_964148845.1,"HiFi, Hifiasm Hi-C phasing","2,999,098,505","2,697",,ERGA,DToL,XY,Y,gonochorous,XY,male heterogametic,No,,,,,Y,Y,NA,,Mesoplodon_bidens_dotPlot_kmers_v2.1.pdf,,,Y,,X_98.9% | Y_67.2%,Chromosome,7/14/20,Sweden,"PacBio,Arima2",57,22
Mammals,Laurasiatheria,Cetartiodactyla (Cetacea),Ziphiidae,Mesoplodon mirus,True's beaked whale,52113,,mMesMir1,Has X only,F,GCA_964341445.1,,GCA_964341485.1,"HiFi, Hifiasm Hi-C phasing","3,442,403,058","3,996",,DToL,,XX,N,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,11/22/23,United Kingdom,"PacBio,Arima2",53,21
Mammals,Marsupials,Peramelemorphia,Peramelidae,Macrotis lagotis,greater bilby,92651,4,mMacLag1,Has X only,F,GCA_037893015.1,,,"CLR I, IPA","3,655,732,635","5,028",,,,XX,N,gonochorous,XY,male heterogametic,No,,Y,,,,,,,,,,N,,NA,Chromosome,5/24/18,Australia:Perth Zoo,PacBio Sequel; Illumina NovaSeq,67,9
Mammals,Marsupials,Diprotodontia (Phalangeridae),Phalangeridae,Trichosurus vulpecula,common brushtail possum,9337,4,mTriVul1,Has X only,F,GCA_011100635.1,GCF_011100635.1,,"CLR I, FALCON unzip","3,359,347,707","2,007",,VGP,,XX,N,gonochorous,XY,male heterogametic,No,,,,,N,NA,NA,Alt hap not chromosome level,,,,Y,"N; sex mislabeling? (Fully haploid-lvl X, marsupials Y missing?)",X_94.6%,Chromosome,5/17/18,"New Zealand: Sandymount, Otago Peninsula (Trap 21)",PacBio Sequel; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,60.73,10
Mammals,Marsupials,Microbiotheria,Microbiotheriidae,Dromiciops gliroides,monito del montes,33562,4,mDroGli1,Has X only,F,GCA_019393635.1,GCF_019393635.1,,"CLR II, FALCON unzip","3,303,199,800",277,,VGP,,XX,N,gonochorous,XY,male heterogametic,No,,,,,N,NA,NA,Alt hap not chromosome level,,,,Y,"N; sex mislabeling? (Fully haploid-lvl X, marsupials Y missing?)",X_97.2%,Chromosome,2/10/14,"Chile: San Martin, comuna de Valdivia, Region de los Rios",PacBio Sequel II CLRQ; 10X Genomics linked reads; Bionano Genomics DLS; Arima Genomics v1 Hi-C,63,7
Mammals,Marsupials,Didelphimorphia,Didelphidae,Monodelphis domestica,gray short-tailed opossum,13616,4,mMonDom1,Has X and Y,M,GCA_027887165.1,GCF_027887165.1,,"HiFi, Hifiasm solo","3,586,183,679","2,269",,Allen Institute,VGP,XY,Y,gonochorous,XY,male heterogametic,No,N,,,,,,,,,,,Y,,X_97.9% | Y_53.4%,Chromosome,11/1/20,"USA: Davis, California",PacBio Sequel II HiFi; Bionano Genomics DLS; Arima Hi-C v2,32.9,10
Mammals,Marsupials,Diprotodontia (Macropodidae),Macropodidae,Macropus eugenii,Tammar wallaby,9315,4,mMacEug1,Has X and Y,M,GCA_028372415.2,GCF_028372415.1,"GCA_048593335.1, GCA_048593345.1","HiFi, Hifiasm solo","3,448,891,385",829,,VGP,,XY,Y,gonochorous,XY,male heterogametic,No,N,,Genus updated to Notamacropus,,,,,,,,,Y,,X_94.1%,Chromosome,2/13/18,New Zealand: Waimangu thermal area,PacBio Sequel II HiFi; Bionano Genomics DLS; Arima Hi-C v2,30.4,9
Mammals,Marsupials,Dasyuromorphia,Dasyuridae,Dasyurus maculatus,tiger quoll,9281,,mDasMac1,(sex chromosomes not named),M,GCA_048593285.1,,GCA_048593245.1,"HiFi, ONT, Hifiasm","3,043,210,118",157,,Colossal,,XY,Y,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,N,,NA,Chromosome,unknown,missing,Illumina; PacBio; Oxford Nanopore PromethION,34.1,6
Mammals,Marsupials,Dasyuromorphia,Dasyuridae,Sarcophilus harrisii,Tasmanian devil,9305,,mSarHar1,Has X (missing y?),M,GCA_048593225.1,,GCA_048593325.1,"HiFi, ONT, Hifiasm","3,244,907,618","1,521",,Colossal,,XY,Y,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,N,,NA,Chromosome,unknown,missing,PacBio; Illumina; Oxford Nanopore PromethION,29.6,7
Mammals,Marsupials,Dasyuromorphia,Dasyuridae,Sminthopsis crassicaudata,fat-tailed dunnart,9301,4,mSmiCra1,Has X only,F,GCA_048593235.1,,GCA_048593295.1,"HiFi, ONT, Hifiasm","3,239,981,553","1,890",,Colossal,,XX,N,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,N,,NA,Chromosome,unknown,Australia: Melbourne,Oxford Nanopore PromethION; PacBio,78.5,7
Mammals,Marsupials,Notoryctemorphia,Notoryctidae,Notoryctes typhlops,Southern marsupial mole,37699,4,mNotTyp1,(chromosomes need naming),F,GCA_048126345.1,,,"HIFi, ONT, Flye v. 2.9; Juicer v. 1.6","3,845,140,558",889,,Oz Mammals Genomics,,XX,N,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,N,,NA,Scaffold,1/8/15,"Australia:Northern Territory,Waite Creek area",PacBio; Oxford Nanopore,50,NA
Mammals,Marsupials,Diprotodontia (Phascolarctidae),Phascolarctidae,Phascolarctos cinereus,koala,38626,4,phaCin_HiC,Has X only,F,GCA_003287225.2,,,"CLR I, FALCON, HiRise Hi-C scaffolding","3,192,631,935","1,914",,,,XX,N,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,Y,,no chromosome assembled,Scaffold,8/1/15,Australia,Dovetail Hi-C,57.3,NA
Mammals,Monotremes,Monotremata,Ornithorhynchidae,Ornithorhynchus anatinus,platypus,9258,4,mOrnAna1,Has 5X and 5Y,M,GCA_004115215.4,GCF_004115215.2,,"CLR II, FALCON unzip","1,859,281,927",834,,VGP,,5X and 5Y,Y,gonochorous,complex XY,male heterogametic,No,N,,,,,,,,,,,Y,,Y4_100% | Y5_99.5% | Y1_97.2% | X5_95.2% | X1_62.3% | Y2_60.9% | X2_52.6%,Chromosome,,,PacBio RSII; 10X Genomics linked reads; Bionano Genomics DLS; Dovetail Genomics HiC; Arima Genomics,58.8,31
Mammals,Monotremes,Monotremata,Tachyglossidae,Tachyglossus aculeatus,short-beaked echidna,9261,,mTacAcu1,Has 5X and 4Y,M,GCA_015852505.1,GCF_015852505.1,,"CLR I, FALCON unzip","2,213,004,214",831,,VGP,,5X and 4Y,Y,gonochorous,complex XY,male heterogametic,No,,,,,,,,,,,,Y,,Y1_100% | X4_97.6% | X1_62.6% | Y3_61.3%,Chromosome,,"Australia: Upper Barnard River, New South Wales",PacBio Sequel I CLR; Illumina NovaSeq; Bionano Genomics DLS; Phase Genomics,58.29,36
Birds,Otidimorphae,Cuculiformes,Cuculidae,Cuculus canorus,common cuckoo,55661,4,bCucCan1,Has Z and W,F,GCA_017976375.1,GCF_017976375.1,,"CLR II, FALCON unzip","1,180,156,273",447,,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,MT_100% | Z_98.9% | W_87.8%,Chromosome,5/8/18,Czech Republic: Hodonin,PacBio Sequel II CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,64.31,41
Birds,Otidimorphae,Musophagiformes,Musophagidae,Tauraco erythrolophus,red-crested turaco,121530,4,bTauEry1,Has Z and W,F,GCA_009769465.1,,,"CLR I, FALCON unzip","1,252,271,553",484,,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,Z_96.5% | 31_76.3%,Chromosome,2008,Denmark: Copenhagen Zoo,PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,65.99,33
Birds,Otidimorphae,Otidiformes,Otididae,Chlamydotis macqueenii,MacQueen's bustard,187382,4,bChlMac1,Has Z and W,F,GCA_036417535.1,,GCA_036418225.1,"HiFi, Hifiasm trio","1,273,933,319",429,,VGP,Qatar,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,Y,Y,NA,,Chlamydotis_macqueenii_dotPlot_kmers_v2.1.pdf,,,Y,,36_100% | Z_100% | 30_80.7% | W_66.4% | 26_58.9% | 28_57.7%,Chromosome,1/18/22,Qatar: Rawdat Al Faras Houbara Breeding Center,PacBio Sequel II HiFi; Dovetail OmniC,51.93,38
Birds,Palaeognathae,Rheiformes,Rheidae,Rhea pennata,lesser rhea,8795,4,bPtePen1,Has Z only,M,GCA_028389875.1,GCF_028389875.1,,"HiFi, Hifiasm solo","1,269,000,025",307,,VGP,,ZZ,N,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,31_51.5%,Chromosome,12/14/12,USA: San Diego Zoo,PacBio Sequel II HiFi; Bionano DLS; Arima Hi-C v2,32.9,40
Birds,Palaeognathae,Casuariiformes,Dromaiidae,Dromaius novaehollandiae,emu,8790,4,bDroNov1,Has Z and W,F,GCA_036370855.1,GCF_036370855.1,GCA_036417515.1,"HiFi, Hifiasm Hi-C phasing","1,468,722,890",401,,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,Y,Y,NA,,Dromaius_novaehollandiae_dotPlot_kmers_v2.1.pdf,,,Y,,34_99.5% | Z_94.8% | W_94% | 32_88.1% | 37_75.7% | 30_63.4%,Chromosome,1/7/23,"USA: Bronx Zoo, New York",PacBio Sequel II HiFi; Arima Hi-C v2,52,41
Birds,Palaeognathae,Apterygiformes,Apterygidae,Apteryx mantelli,North Island brown kiwi,2696672,4,bAptMan1,Has Z only,M,GCA_036417845.1,GCF_036417845.1,GCA_036417975.1,"HiFi, Hifiasm Hi-C phasing","1,504,415,252",579,,VGP,,ZZ,N,gonochorous,ZW,female heterogametic,No,,,,,Y,N,NA,homogametic sex,Apteryx_mantelli_dotPlot_kmers_v2.1.pdf,Why is this no? Z is consistent with expectations.,,Y,,36_62.5% | 31_59.6% | 11_55.3% | 35_52.1% | 37_51.5%,Chromosome,12/22/20,"USA: Smithsonian's National Zoo & Conservation Biology Institute, Front Royal, VA",PacBio Sequel II HiFi; Arima Hi-C v2,48,43
Birds,Palaeognathae,Struthioniformes,Struthionidae,Struthio camelus australis,common ostrich,441894,4,bStrCam1,Has Z and W,F,GCA_040807025.1,GCF_040807025.1,GCA_040807015.1,"HiFi, Hifiasm Hi-C phasing","1,452,035,523",379,,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,Y,Y,NA,,Struthio_camelus_dotPlot_kmers_v2.1.pdf,,,Y,,Z_96% | W_95.3% | 28_74.2% | 29_62.7%,Chromosome,9/29/22,"USA: New York, NY",PacBio Revio HiFi; Arima Hi-C v2,80.9,41
Birds,Palaeognathae,Tinamiformes,Tinamidae,Eudromia elegans,elegant crested tinamou,8805,4,bEudEle1,Has Z and W,F,GCA_047922985.1,,GCA_047922975.1,"HiFi, Hifiasm Hi-C phasing","1,109,672,866",695,,Yggdrasil,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,Y,Y,NA,,Eudromia_elegans_dotPlot_kmers_v2.1.pdf,,,Y,,28_91.9% | Z_88.2% | W_73.4% | 30_58.4% | 36_51.8%,Chromosome,3/5/23,"Denmark: Copenhagen, Copenhagen Zoo",PacBio Sequel; Illumina NovaSeq,55.2,40
Fishes,Sarcopterygii (Lobe-finned fishes),Coelacanthiformes,Coelacanthidae,Latimeria chalumnae,African coelacanth,7897,4,fLatCha2,No,F,GCA_037176945.1,GCF_037176945.1,,"HiFi, Hifiasm solo","2,947,625,464",352,,VGP,,UN,UN,gonochorous,UN,UN,No,,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0056006,,,,,,,,,Y,,no halfdeep,Chromosome,2003,"Comoros: Grande Comore Island, Africa",PacBio Revio Hifi; Arima Hi-C v2,41.94,30
Fishes,Sarcopterygii (Lobe-finned fishes),Ceratodontiformes,Protopteridae,Protopterus annectens,West African lungfish,7888,4,kxProAnne1,No,M,GCA_040939525.1,,,,"40,524,157,013","31,562",,VGP,,UN,UN,gonochorous,UN,UN,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,,,PacBio Sequel; Illumina NovaSeq,42,27
Reptiles,Squamata,Serpentes (Colubridae),Colubridae,Thamnophis elegans,Western terrestrial garter snake,35005,4,rThaEle1,Has Z and W,F,GCA_009769535.1,GCF_009769535.1,,"CLR I, FALCON unzip","1,672,190,305","1,883",,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,Z_87.9%,Chromosome,4/1/18,"USA: Born in Anne Bronikowsk lab at ISU; MOM, 2012; Eagle Lake; PAP",PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,62.12,18
Reptiles,Squamata,Lacertoidea (Lacertidae),Lacertidae,Lacerta agilis,sand lizard,80427,4,rLacAgi1,Has Z and W,F,GCA_009819535.1,GCF_009819535.1,,"CLR I, FALCON unzip","1,391,404,169",408,,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,Z_96.8% | W_90%,Chromosome,5/28/18,Sweden: Halland,PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,63.42,20
Reptiles,Squamata,Anguimorpha (Neoanguimorpha),Anguidae,Elgaria multicarinata webbii,Southern alligator lizard,159646,4,rElgMul1,No,UN,GCA_023053635.2,GCF_023053635.1,,"HiFi, Hifiasm solo","1,790,519,499",108,,CCGP,,UN,UN,gonochorous,UN,UN,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,7/11/20,"USA: Chapel of the Valley Mortuary, CA",Illumina NovaSeq 6000; PacBio Sequel II; Dovetail OmniC,36,23
Reptiles,Squamata,Lacertoidea (Lacertidae),Lacertidae,Podarcis raffonei,Aeolian wall lizard,65483,,rPodRaf1,Has Z and W,F,GCA_027172205.1,GCF_027172205.1,,"HiFi, Hifiasm solo","1,513,131,503",57,,VGP,,ZW,Y,gonochorous,ZW,female heterogametic,No,N,,,,,,,,,,,Y,,Z_99.4% | W_99%,Chromosome,7/1/20,Italy: Stromboli Island,PacBio Sequel II HiFi; Bionano DLS; Arima Hi-C v2,31.05,20
Reptiles,Squamata,Gekkota,Eublepharidae,Eublepharis macularius,leopard gecko,481883,,rEubMac1,No,UN,GCA_028583425.1,GCF_028583425.1,,"HiFi, Hifiasm solo","2,237,379,946",136,,Individual,,None,UN,gonochorous,None,NA,TSD II,,,,,,,,,,,,Y,,no halfdeep,Chromosome,2020,,PacBio Sequel,30,19
Reptiles,Squamata,Gekkota,Sphaerodactylidae,Euleptes europaea,European leaf-toed gecko,460621,4,rEulEur1,No,M,GCA_029931775.1,GCF_029931775.1,GCA_029931755.1,"HiFi, Hifiasm Hi-C phasing","1,781,916,107",744,,VGP,,XY,Y,gonochorous,XY,male heterogametic,No,,,likely XY system,,,,,,,,,Y,N; SUPER_2 (candidate X) dosen't showed halfdeep,SUPER_20_0.79 | SUPER_21_0.79 | SUPER_19_0.51,Chromosome,1/7/20,France: Corsica,PacBio Sequel II HiFi; Bionano Genomics DLS; Arima Hi-C v2,38,21
Reptiles,Squamata,Lacertoidea (Rhineuridae & Amphisbaenidae),Rhineuridae & Amphisbaenidae,Rhineura floridana,Florida worm lizard,261503,4,rRhiFlo1,No,F,GCA_030035675.1,GCF_030035675.1,GCA_030035715.1,"HiFi, Hifiasm Hi-C phasing","2,307,436,586",319,,VGP,,UN,UN,gonochorous,UN,UN,UN,,,,,N,N,NA,alt hap not chrom level,,,,Y,NA; system unknown,,Chromosome,2/14/20,"USA: Gainsville, Florida",PacBio Sequel II HiFi; Bionano DLS; Arima Hi-C v2,38.35,22
Reptiles,Squamata,Serpentes (Dipsadidae),Dipsadidae,Erythrolamprus reginae,royal ground snake,121349,,rEryReg1,Has Z only (W missing),F,GCA_031021105.1,GCF_031021105.1,"GCA_031021085.1, GCA_031001685.1","HiFi, Hifiasm Hi-C phasing","1,964,049,041","1,791",,VGP,,ZZ,N,gonochorous,ZW,female heterogametic,No,,,,,,,,,,,,Y,,13_51.8%,Chromosome,1/21/21,"Colombia: Leticia, Amazonas, Reserva Natural Tanimboca",PacBio Sequel II HiFi; Arima Hi-C v2,34.47,14
Reptiles,Squamata,Serpentes (Boidae & Pythonidae),Boidae,Candoia aspera,viper boa,51853,4,rCanAsp1,No,F,GCA_035149785.1,GCF_035149785.1,GCA_035125265.1,"HiFi, Hifiasm Hi-C phasing","1,530,827,941",251,,VGP,,XX,N,gonochorous,XY,male heterogametic,No,,,,,,,,,,,,Y,,no halfdeep,Chromosome,6/29/11,"USA: Ophidian Research Colony, at University of Texas at Tyler",PacBio Sequel II HiFi; Arima Hi-C v2,37,18
